title,artist,cleaned_lyrics
멋진 내 당신,장하늘,당신은 내곁에서 기쁨을 주고 그 기쁨에 하루하루 행복하지요 산다는게 말처럼 쉽지않아도 당신있어 행복합니다 한번 왔다가는 것이 우리네 인생이지만 미련도 후회도 없는 멋진삶을 살았습니다 천년이고 만년이고 영원히 변치않을 보석같은 내사랑 고운당신 사랑합니다 당신은 내곁에서 기쁨을 주고 그 기쁨에 하루하루 행복하지요 산다는게 말처럼 쉽지않아도 당신있어 행복합니다 한번 왔다가는 것이 우리네 인생이지만 미련도 후회도 없는 멋진삶을 살았습니다 천년이고 만년이고 영원히 변치않을 보석같은 내사랑 멋진당신 사랑합니다
눈도장찍어주세요,오비향,눈도장을 찍어요 눈도장을 찍어요 외로웠던 내맘에 꼭꼭꼭 그누가 누가누가 유혹을해도 흔들리지 않을께요 오로지당신 오로지당신 사랑이되어 살고싶은 여자의 마음을 아는지 정말 모르는지 모른대도 괜찮아 이제부터 살짝 내게로 다가와서 지워지지 않도록 확실하게 찍어줘요 눈도장 찍어주세요 눈도장을 찍어요 눈도장을 찍어요 외로웠던 내맘에 꼭꼭꼭 그누가 누가누가 유혹을해도 흔들리지 않을께요 오로지당신 오로지당신 사랑이되어 살고싶은 여자의 마음을 아는지 정말 모르는지 모른대도 괜찮아 이제부터 살짝 내게로 다가와서 지워지지 않도록 확실하게 찍어줘요 눈도장 찍어주세요 지워지지 않도록 확실하게 찍어줘요 눈도장 찍어주세요 눈도장 찍어주세요
인생한판,김태형,아싸라비야 인생한판 즐기자 인생 뭐있나 이대로 살면 되지 그깟팔자 타령하면 무얼해 세상에 태어날때 빈손으로 태어났건만 금수저 흑수저 따진다고 대수냐 인생한판 잘놀고 가면되지 아싸라비야 아싸라비야 신나게 살자꾸나 근심걱정 한다고 달라질건 없잖아 주어진 인생길 인생한판 잘놀고 가면 되지 아싸라비야 인생한판 즐기자 인생 뭐있나 이대로 살면 되지 그깟팔자 타령하면 무얼해 세상에 태어날때 빈손으로 태어났건만 금수저 흑수저 따진다고 대수냐 인생한판 잘놀고 가면되지 아싸라비야 아싸라비야 신나게 살자꾸나 근심걱정 한다고 달라질건 없잖아 주어진 인생길 인생한판 잘놀고 가면 되지 신나게 살자꾸나 근심걱정 한다고 달라질건 없잖아 주어진 인생길 인생한판 잘놀고 가면 되지 아싸라비야 인생한판 즐기자
소금꽃,정해수,눈물이 날까봐 멀리 바라본 하늘에 분수처럼 솟는눈물 이렇게 뜨겁게 사랑한 그세월 조각조각 뒹군다 인연이 아니었다고 내맘을 달래봐도 당신없으면 살수없는나 당신께 길들어진 내마음 계절이 모든걸 삼킬때면 그땐 난 어떻해요 떨어진 꽃 잎이 눈물에 절여져 소금꽃이 핍니다 눈물이 날까봐 멀리 바라본 하늘에 분수처럼 솟는눈물 이렇게 뜨겁게 사랑한 그세월 조각조각 뒹군다 인연이 아니었다고 내맘을 달래봐도 당신없으면 살수없는나 당신께 길들어진 내마음 계절이 모든걸 삼킬때면 그땐 난 어떻해요 떨어진 꽃 잎이 눈물에 절여져 소금꽃이 핍니다 떨어진 꽃 잎이 눈물에 절여져 소금꽃이 핍니다
금가락지 (Cover Ver.),한사랑,금가락지 꺼내드니 눈물이 핑 도네요 평생동안 고생만하신 어머니가 생각납니다 철없던 내가 시집가던 날 눈시울을 붉히시면서 어머님은 끼고계신 금가락지 내 손에 쥐어주셨죠 어머니 보고 싶어요 너무나 보고 싶어요 간직해온 금가락지 어루만지며 어머니를 불러봅니다 금가락지 꺼내드니 가슴이 메이네요 자나깨나 자식들 위해 희생하신 우리 어머니 철없던 내가 시집가던 날 눈시울을 붉히시면서 어머님은 끼고계신 금가락지 내 손에 쥐어주셨죠 어머니 보고 싶어요 너무나 보고 싶어요 간직해온 금가락지 어루만지며 어머니를 불러봅니다 어머니를 불러봅니다
새옹지마,이박사,청춘아 나의 청춘아 너는 항상 그곳에 있거라 세월은 흘러가는데 너는 너는 뭐하고 있느냐 꿈이 많던 그 시절은 어제같은데 바람처럼 왔다가는데 가는 세월 탓하지 말고 후회없이 살아봅시다 모래위에 발자국처럼 인생사 새옹지마야 젊음아 나의 젊음아 항상 너는 젊음을 지켜라 세월은 흘러가지만 내 마음은 청춘이란다 떠나가는 버스보고 후회는 말고 기회는 다시 또온다 가는 청춘 탓하지 말고 편안하게 살아봅시다 모래위에 그림자처럼 인생사 새옹지마야 내 가슴을 설레게한 사람있다면 말을 해라 사랑한다고 가는 시간 탓하지 말고 자신있게 살아봅시다 모래위에 물거품처럼 인생사 새옹지마야
김치코리아,서희,ladies and gentlemen let s all look after our tastes and happiness through a dancing kimchi party kimchi makes you the best gourmet let s dance together get excited shaking shaking 김치파티 해봐요 people are craving delicious kimchi 코리아 골든 레시피 when i m down i dig in spicy kimchi stew and soju 순한 양이 되고 기분 좋아 맛깔나는 김치전에 막걸리면 then i will be a king 새콤새콤 매콤매콤 아삭아삭 달콤달콤 this is what it tastes like k food 김치로 지구촌이 하나로 make a peace cord with kimchi let s share happiness with kimchi together 사랑을 나누어봐요 세계인의 김치파티 a global happy party 춤추는 김치 코리아 ladies and gentlemen let s all look after our diet health and happiness through a singing kimchi party kimchi makes you look wonderful and healthy let s dance together get exited say kimchi kimchi kimchi kimchi kimchi kimchi kimchi takes care of global citizens korea golden recipe kimchi cures you the best when you don t feel well 장 편한 세상이 되고 속상할 땐 눈물로 달래주는 고추김치 kimchi soothes your heart 면역력 항균작용 피부미용 다이어트 kimchi makes you immune and slim k food김치로 지구촌이 하나로 make a peace cord with kimchi let s keep our love with kimchi together 사랑을 지켜나가요 세계인의 김치파티 a global health party 노래하는 김치 코리아 세계인의 김치파티 a global health party 노래하는 김치 코리아 김치 김치 김치 코리아
가슴에 사랑을 심자,SunO,오늘 아침 가슴을 펴고 창문 활짝 열어 눈부신 햇살을 바라보자 햇살처럼 눈 부신 사랑을 바라보자 서로 도우며 부둥켜안고 살아가는 대자연의 모습은 참으로 아름답다 풀꽃은 나비에게 나무는 사람에게 조건없는 사랑을 베푼다 자연은 반대급부를 요구하지 않는다 베푼다는 느낌조차 없는 사랑 그것이 참사랑이다 태어난 모천으로 돌아와 알을 낳고 스러지는 연어를 보라 알을 입에 담아 부화시킨 후 죽어가는 천축잉어 수놈의 부정 을 보라 조건없는 사랑이 세대를 잇는다 오직 사랑만이 세상의 빛을 밝힌다 탐욕이 난무하는 삶이라 불리는 이 엄청난 구경거리 앞에서 오늘 하루 눈을 씻고 마음을 열어보자 하나밖에 없는 두 번 다시 태어날 수 없는 생명을 위해 저마다의 가슴에 사랑을 심자
세월길 인생길,키보이스 앤 걸,내게도 한 시절 있었습니다 웃음꽃 눈물꽃 피던 당신도 그런 시절 있었겠지요 물처럼 흘러간 세월 걸어왔던 길 걸어가는 길 세월의 무게더라 살아왔던 길 살아가는 길 인생의 무게더라 쉼 없이 헤매었던 날들아 천만년 사는 것도 아닌데 누구를 위해서 무엇을 위해서 먼길을 걸어왔던가 먼 길을 달려왔던가
나그네야,윤중식,잃어버린 청춘을 찾아나선다 지나간 세월이 아쉬워 떠나버린 사랑을 찾아헤멘다 그리움 참을 수 없어서 오늘도 바람부는 들녘길에서 울다가 지쳐버린 야생화처럼 갈곳을몰라 하늘을 본다 외로운저 나그네야 보고픈 내사랑은 어디에 있나 내청춘은 어디로 갔나 내청춘은 어디로 갔나
잊을 수 없어요,박정현,잊을수 없어 생각이 나요 무정한 당신 얄미운 사람아 꽃향기 맡으면서 두손을 꼭잡고 세월의 흔적도 발자취도 남기고 이제는 함께할 인연이기에 떠나지도 못하고 보낼수도 없기에 당신께 드립니다 당신의 마음을 우리사랑 영원한 내사랑아 잊을수 없어 생각이 나요 우리만남 첫사랑 그시절 꽃향기 맡으면서 두손을 꼭잡고 세월의 흔적도 발자취도 남기고 이제는 함께할 인연이기에 떠나지도 못하고 보낼수도 없기에 당신께 드립니다 당신의 마음을 안아줘요 나의 사랑을 당신께 드립니다 당신의 마음을 우리사랑 영원한 내사랑아
내 사람,방미연,사랑이란 이런건가요 그대 생각만 나네요 오직 마음만은 나를 준다던 그 약속은 잊으셨나요 이제 나는 당신뿐인데 그대 내 마음 너무 몰라요 그대 사랑 안에 갇혀버렸어 이런 나를 어떡하나요 내 사람이 날 힘들게 해요 너무도 그립고 그리워 내 삶은 그대로 가득해 사랑해 그대를 사랑해 이제 나는 당신뿐인데 그대 내 마음 너무 몰라요 그대 사랑 안에 갇혀버렸어 이런 나를 어떡하나요 내 사람이 날 힘들게 해요 너무도 그립고 그리워 내 삶은 그대로 가득해 사랑해 그대를 사랑해 내사람이야 내 사람이 날 힘들게 해요 너무도 그립고 그리워 내 삶은 그대로 가득해 사랑해 그대를 사랑해 내 사람 이대로 영원히 사랑해 내사람
청바지,조아,오늘 하루도 수고 많았네요 시원한 술 한잔에 힘든 하루 스트레스 마셔 버려요 소주도 좋고 맥주도 좋아 막걸리도 좋아요 시원하게 스트레스 마셔버려요 기쁜일도 슬픈일도 우리같이 노래하며 나눠봐요 술 한잔에 인생이 있고 청춘이 있네 친구가 있네 잔을 들어 건배 건배 내 청춘에 건배 건배 청춘은 바로지금이야 청 바 지 기쁜일도 슬픈일도 우리같이 노래하며 나눠봐요 술 한잔에 인생이 있고 청춘이 있네 친구가 있네 잔을 들어 건배 건배 내 청춘에 건배 건배 청춘은 바로지금이야 청 바 지
내 사랑이 너를 부를때,도담,널 처음 만난날이 바로 어제 같은데 돌아보니 까마득히 살아왔더라 고운정에 미운정에 행복했었다 미워도 다시한번 너였다 아아아 내 사랑이 너를 부를 때 행복했던 추억에 눈물이 난다 아아아 내 사랑이 너를 부를 때 나도 바람 따라 가련다 널떠나 살아보니 매일 매일 그리워 사무치는 그리움에 밤을 새운다 고운정에 미운정에 행복했었다 미워도 다시한번 너였다 아아아 내 사랑이 너를 부를 때 행복했던 추억에 눈물이 난다 아아아 내 사랑이 너를 부를 때 나도 바람 따라 가련다 아아아 내 사랑이 너를 부를 때 나도 바람 따라 가련다
꿈이였나,김선호,꿈이였나 꿈이였나 그 사랑이 꿈이였나 어제밤 꿈속에서 당신을 만나 너무나 행복했어요 눈물로 채워진 긴긴세월 사랑은 꿈이였나요 이룰 수 없는 그 사랑이 정녕코 꿈이였나요 당신은 언제까지나 영원한 내 사랑입니다
잡초,천록담,아무도 찾지 않는 바람 부는 언덕에 이름 모를 잡초야 한 송이 꽃이라면 향기라도 있을 텐데 이것저것 아무것도 없는 잡초라네 발이라도 있으면은 님 찾아갈 텐데 손이라도 있으면은 님 부를 텐데 이것저것 아무것도 가진 게 없어 아무것도 가진 게 없네 아무도 찾지 않는 바람 부는 언덕에 이름 모를 잡초야 한 송이 꽃이라면 향기라도 있을 텐데 이것저것 아무것도 없는 잡초라네 발이라도 있으면은 님 찾아갈 텐데 손이라도 있으면은 님 부를 텐데 이것저것 아무것도 가진 게 없어 아무것도 가진 게 없네 아무도 찾지 않는 바람 부는 언덕에 이름 모를 잡초야 한 송이 꽃이라면 향기라도 있을 텐데 이것저것 아무것도 없는 잡초라네 이것저것 아무것도 없는 잡초라네 이것저것 아무것도 없는 잡초라네 이것저것 아무것도 없는 잡초라네 이것저것 아무것도 없는 잡초라네
나를 외치다,천록담,새벽이 오는 소리 눈을 비비고 일어나 곁에 잠든 너의 얼굴 보면서 힘을 내야지 절대 쓰러질 순 없어 그런 마음으로 하루를 시작하는데 꿈도 꾸었었지 뜨거웠던 가슴으로 하지만 시간이 나를 버린 걸까 두근거리는 나의 심장은 아직도 이렇게 뛰는데 절대로 약해지면 안 된다는 말 대신 뒤처지면 안 된다는 말 대신 지금 이 순간 끝이 아니라 나의 길을 가고 있다고 외치면 돼 절대로 약해지면 안 된다는 말 대신 뒤처지면 안 된다는 말 대신 지금 이 순간 끝이 아니라 절대로 약해지면 안 된다는 말 대신 뒤처지면 안 된다는 말 대신 지금 이 순간 끝이 아니라 나의 길을 가고 있다고 외치면 돼 뒤처지면 안 된다는 말 대신 약해지면 안 된다는 말 대신 뒤처지면 안 된다는 말 대신 지금 이 순간 끝이 아니라 나의 길을 가고 있다고 외치면 돼
돈대문아 열려라!,나비드 (NAVID),뜨거운 가슴에 사랑 안고 소신을 지켜왔지만 돈이면 다 되는 세상 앞에 아 서러워서 맘고생 했네 많고 많은 빌딩 숲속에 내 집 하나 없다는 게 서럽구나 여태껏 열심히 일해왔다 걱정 없이 살게 해다오 돈돈 돈대문아 열려라 세상만사 뜻대로 살아보자 돈돈 돈대문아 열려라 두발 뻗고 편히 자보자 돈대문아 열려라 돈대문아 열려라 돈 좇아 살기엔 피곤하다 네가 나 좀 따라다녀라 차가운 머리로 냉철하게 최선을 다해왔지만 돈이 곧 권력인 세상 앞에 힘 한번 써보질 못하네 해도 해도 나아지지 않는 형편 밑 빠진 독처럼 돈이 줄줄 새네 여태껏 뼈빠지게 살아왔다 돈아 내게 자유를 다오 돈돈 돈대문아 열려라 세상만사 뜻대로 살아보자 돈돈 돈대문아 열려라 두발 뻗고 편히 자보자 돈대문아 열려라 돈대문아 열려라 돈 좇아 살기엔 피곤하다 네가 나 좀 따라다녀라 돈 없어 비굴하게 살기 싫다 나도 이젠 사람답게 살고 싶다 행복하게 건강하게 걱정 없이 살게 해다오 돈대문아 열려라 돈돈 돈대문아 열려라 세상만사 뜻대로 살아보자 돈돈 돈대문아 열려라 두발 뻗고 편히 자보자 돈대문아 열려라 돈대문아 열려라 돈 좇아 살기엔 피곤하다 네가 나 좀 따라다녀라
장한가 (Cover Ver.),경나현,하늘아 무심한 하늘아 구름만 두리둥실 두두리둥실 흘러가느냐 어느 봄날에 만나 맹세를 두고떠난 내 님은 어디로 갔소 사연을 묻지마라 가슴아프다 청산에 바람을 타고 양귀비가 당현종을 찾듯 오늘도 내일도 님그리워 운다고 내 님께 말전해다오 하늘아 무심한 하늘아 구름만 두리둥실 두두리둥실 흘러가느냐 봉숭아 물들이며 영원을 맹세했던 내 님은 어디로 갔소 눈물로 새긴 사연 가슴아프다 청산에 바람을 타고 양귀비가 당현종을 찾듯 오늘도 내일도 님그리워 운다고 내 님께 말전해다오 오늘도 내일도 님그리워 운다고 내 님께 말전해다오
참 좋다,김동현,바람이 말을 하네 모든 짐 내려놓고 가볍게 살자고 구름이 말을 하네 떠도는 인생 비우고 살자고 물이 말을 하네 흐르는 세월 순리대로 가자고 꽃이 말을 하네 피었다 지는 인생 웃으며 살자고 아침에 일어나면 상큼한 바람 있어 참 좋다 힘든 하루지만 걸을 수 있는 건강이 있어 참 좋다 열심히 살아가는 얼굴엔 미소가 넘쳐 사랑이 넘쳐 참 좋다 파도가 말을 하네 부딪치는 세상 상처받지 말라고 나무가 말을 하네 덧없는 인생 욕심내지 말자고돌이 말을 하네 구르는 세상 박 터지게 살자고 삶이 말을 하네 탄탄한 세상 프로답게 살자고 아침에 일어나면 상큼한 바람 있어 참 좋다 힘든 하루지만 걸을 수 있는 건강이 있어 참 좋다 열심히 살아가는 얼굴엔 미소가 넘쳐 사랑이 넘쳐 참 좋다 즐겁게 살아가는 얼굴엔 기쁨이 넘쳐 행복이 넘쳐 참 좋다
어화 내사랑,유시원,어화 넘자 산을 넘자어화 넘자 강을 넘자 한번떠난 우리님은 산이 막혀 못오시나 지친 몸은 사슴몫이 되었구나 어화넘자 산을넘자 어화 넘자 강을넘자 이내한숨 산이되고 내 눈물은 강이되어 내 갈길을 막아서니 어이하나 이내마음 어화 넘자 산을넘자 어화 넘자 강을넘자 어화넘자 산을넘자 어화넘자 강을넘자 일편단심 기다리다 날개돋친 새가되어 내사랑을 찾아가네 천리말길 찾아가네 어화 넘자 산을넘자 어화넘자 강을넘자 높은산이 길을막고 저강물이 가로막아 임을 찾는 이내몸은 그언제나 임 만나리 어화넘자 산을넘자 어화넘자 강을넘자 어화넘자 산을넘자 어화넘자 강을넘자
다시는,박가희,다시는슬퍼말아요 다시는울지말아요 내가당신을 안아줄게요 행복은이제부터야 비바람 눈보라에 얼룩진지난날은 아름다운 추억이되어 꽃길만 걸어갑시다 아무걱정하지말아요 다시는 슬퍼말아요 다시는 울지말아요 다시는 슬퍼말아요 다시는울지말아요 내가당신을 지켜줄게요 행복은이제부터야 비바람눈보라에 얼룩진지난날은 아름다운추억이되어 꽃길만걸어갑시다 나만믿고따라오세요 다시는 슬퍼말아요 다시는 울지말아요 다시는 슬퍼말아요 다시는 울지말아요
11월 13일,나한,삼 십 사 년 한결같이 날 사랑한 내 당신 십일월 십삼일이 나도 몰래 또 지났어 곱고 착한 딸 둘 낳고 알콩달콩 지난 세월 그 무엇이 그리 바빠 그렇게도 무심했나 어제 아침 누룽지탕 너무나도 구수했소 여보 언제나 내 사랑은 당신 뿐이야
당신 뿐이야,김성봉,여보 감사해요 여보 사랑해요 나는 오직 당신뿐이야 당신없는 세상은 없어 내가 당신 다리가 되줄게요 내가 당신 두손이 되줄게요 영원히 당신의 손과 발이 되어줄게요 여보 감사해요 여보 사랑해요 당신은 나의 우산 당신은 나의 쉼터 여보 감사해요 여보 사랑해요 당신은 요술쟁이 당신은 팔색조 우리 사랑 영원히 오래오래 변치말고 살아요 행복하게 당신 없는 세상 생각하고 싶지 않아요 여보 감사해요 여보 사랑해요 당신은 나의 우산 당신은 나의 쉼터 당신은 나의 쉼터
바람처럼 지나가리라,SunO,그대 수심에 찬 얼굴이여 백지장처럼 희구나 삶의 무게가 그리도 힘겨운가 아서라 시름도 분노도 한 줄기 바람이라네 소맷자락 사이로 들어왔다 빠져 달아나는 바람이라네 힘들어도 참고 기다리게 시간이 지나면 운명의 파도도 사그러들어 머지않아 바람처럼 지나가리라 원망보다는 감사하는 마음을 배신감에 치를 떨기보다는 고마웠던 순간을 돌아보게 그러면 조금은 수월해질 거야 생명 있는 것은 이윽고 죽고 형체가 있는 것은 반드시 부서지는 법 모든 명예와 부귀도 언젠간 바람처럼 지나가리라 자세히 뜯어보면 인생 그거 아무것도 아니지 아웅다웅하지 말게나 시간이 지나면 모든 건 바람처럼 지나가리라
행운의 남자,조현송,예쁜 진주를 찾았어요 저 깊은 바다 속에서 내 눈에만 보였네 나를 보고 웃었네 나는야 행운의 남자 고마워요 사랑해요 이제야 내 곁에 온 사람 얼굴은 수수해도 매력이 넘치고 마음은 천사같은 사람 아픈 과거는 모두 다 잊고 당신만 사랑하리라 예쁜 사람을 만났어요 이 넓은 세상 속에서 내 눈에만 보였네 나를 보고 웃었네 나는야 행운의 남자 힘들때나 아플때나 내 곁을 지켜준 그 사람 우리의 소망들이 현실로 다가와 멋지게 펼쳐 질거야 아픈 과거는 모두 다 잊고 당신만 사랑하리라 나는야 행운의 남자
또또또 (Dance Ver.),김인해,바래 나만 아껴주길 바래 또 나만 위해 주길 바래 또 나만 사랑하길바래 영원히정말 바래 시간이 흘러간 뒤에 또 그맘 변하지 않기를 또 언제나 그처음처럼 그대 그렇게 영원히 바람에 함께 실려보낸 너를향한 나의 마음은 어쩌면 니마음에 머물러 언젠가 함께하겠지 외로운 내마음의 기도 너를 향한 나의 마음은 너없는 이세상의끝은 아무런 의미 없어요 두손을잡고 함께 거니는 꿈속에 우리들의 얘기 바래 나만아껴주길바래 또 나만위해 주길바래 또 나만 사랑하길 바래 영원히 정말 바래 시간이 흘러간뒤에 또 그맘 변하지 않기를 또 언제나 그처음처럼 그대 그렇게 영원히 바래 나만 아껴주길 바래 또 나만 위해 주길 바래 또 나만 사랑하길 바래 영원히 정말 바래 시간이 흘러간 뒤에 또 그맘 변하지 않기를 또 언제나 그 처음처럼 그대 그렇게 영원히 바람에 함께 실려보낸 너를향한 나의 마음은 어쩌면 니마음에 머물러 언젠가 함께하겠지 외로운 내마음의기도 너를 향한 나의 마음은 너없는 이세상의 끝은아무런 의미 없어요 두손을잡고 함께 거니는 꿈속에 우리들의 얘기 바래 나만아껴주길 바래 또 나만위해 주길바래 또 나만 사랑하길 바래 영원히 정말 바래 시간이 흘러간뒤에 또 그맘 변하지 않기를 또 언제나 그처음처럼 그대 그렇게 영원히 영원히
수선화,수선아,겉으로는 웃어도 속으로는 울어요 긴긴날 몸부림에 피는 수선화 남몰래 흘리는 뜨거운 눈물속에 바람에 흔들리는 그마음 들킬까봐 밤이슬에 지고마는 수선화 연정 겉으로는 웃어도 속으로는 울어요 긴긴날 몸부림에 피는 수선화 남몰래 흘리는 뜨거운 눈물속에 바람에 흔들리는 그마음 들킬까봐 밤이슬에 지고마는 수선화 연정 수선화 연정
강변의 추억,박인순,강변의 추억 생각이 나요 우리만남 첫사랑 그시절 꽃향기 맡으면서 두손을 꼭잡고 세월의 흔적도 발자취도 남기고 이제는 함께할 인연이기에 떠나지도 못하고 보낼수도 없기에 당신께 드립니다 당신의 마음을 안아줘요 나의 사랑을 강변의 추억 생각이 나요 우리만남 첫사랑 그시절 꽃향기 맡으면서 두손을 꼭잡고 세월의 흔적도 발자취도 남기고 이제는 함께할 인연이기에 떠나지도 못하고 보낼수도 없기에 당신께 드립니다 당신의 마음을 안아줘요 나의 사랑을 당신께 드립니다 당신의 마음을 안아줘요 나의 사랑을
꽃이 필때면,김정의,사랑의 열쇠 아름다워요 지난날 그길 너무나 그리워 꽃향기 맡으면서 두손을 꼭잡고 세월의 흔적도 발자취도 남기고 이제는 함께할 인연이기에 떠나지도 못하고 보낼수도 없기에 당신께 드립니다 사랑의 열쇠를 안아줘요 나의 사랑을 사랑의 열쇠 아름다워요 지난날 그길 너무나 그리워 꽃향기 맡으면서 두손을 꼭잡고 세월의 흔적도 발자취도 남기고 이제는 함께할 인연이기에 떠나지도 못하고 보낼수도 없기에 당신께 드립니다 사랑의 열쇠를 안아줘요 나의 사랑을 당신께 드립니다 사랑의 열쇠를 안아줘요 나의 사랑을
무정한 세월아,김영애,무정한 세월 너무 아쉬워 당신나는 추억의 그리워 꽃향기 맡으면서 두손을 꼭잡고 세월의 흔적도 발자취도 남기고 이제는 함께할 인연이기에 떠나지도 못하고 보낼수도 없기에 당신께 드립니다 사랑의 열쇠를 받아줘요 나의 사랑을 무정한 세월 너무 아쉬워 당신나는 추억의 그리워 꽃향기 맡으면서 두손을 꼭잡고 세월의 흔적도 발자취도 남기고 이제는 함께할 인연이기에 떠나지도 못하고 보낼수도 없기에 당신께 드립니다 사랑의 열쇠를 받아줘요 나의 사랑을 당신께 드립니다 사랑의 열쇠를 받아줘요 나의 사랑을
옷 한 벌,민수현,세월 간다고 그렇게 울 것 없소 얻은 것도 나름 있잖소 저 구름처럼 두둥실 떠다니는 길 옷 한 벌이면 되는데 누구나 다 젊었다 저문다 꽃이 지고 봄을 알지 그래도 난 편안하다네 온 것처럼 가는 것뿐 꽃 피면 꽃 보고 달 뜨면 달 보고 흘러가듯 사는 거지 뭐 세월 간다고 그렇게 울 것 없소 얻은 것도 나름 있잖소 저 구름처럼 두둥실 떠다니는 길 옷 한 벌이면 되는데 한세상 꽃처럼 피어서 살다가 엄마 보러 가는 거지 뭐 세월 간다고 그렇게 울 것 없소 얻은 것도 나름 있잖소 저 구름처럼 두둥실 떠다니는 길 옷 한 벌이면 되는데 저 구름처럼 두둥실 떠나가는 길 들고 갈 것도 없는데
당신곁엔 내가있잖아,채정숙,요즘 그대의 얼굴이 너무도 슬퍼 보여요 무슨 고민이 있나요 내 마음이 아프네요 그대여 슬퍼 말아요 당신 곁엔 내가 있잖아 내가 당신을 도울게 무엇이든 다 할게요 그대의 노래를 듣고 있으면 슬픔을 느낄수 있어 가슴 깊이 묻어둔 그 상처도 모두 다 느낄 수 있어 그대는 혼자가 아니랍니다 당신 곁엔 내가 있잖아 당신이 행복해야 나도 행복하지요 그대여 힘들어하지 말아요 인생은 지금부터야 꽃이 지고 낙엽이 떨어져도 새로운 봄이 온데요 그대는 혼자가 아니랍니다 당신 곁엔 내가 있잖아 당신이 행복해야 나도 행복하지요 나도 행복하지요
내맘대로 살아볼래,윤장미,이제는 내 맘대로 살아 볼래 세상은 너무 복잡해 너무 힘들어 쳇바퀴처럼 도는 인생 이젠 그만할래 하고 싶은 대로 해 볼거야 이렇게 살다가면 후회할 거야 모두 다 그렇다고 왜 나도 그렇게 살아야 해 이제는 지쳤어 이제는 아니야 다 잊고 내 맘대로 살아 볼래 나는 믿어 나의 행복은 바로 나의 자유야 이제는 내 맘대로 살아 볼래 세상은 너무 분주해 너무 힘들어 쳇바퀴처럼 도는 인생 이젠 그만할래 하고 싶은 대로 해 볼거야 이렇게 살다 가면 후회할 거야 모두 다 그렇다고 왜 나도 그렇게 살아야 해 이제는 지쳤어 이제는 아니야 다 잊고 내 맘대로 살아 볼래 나는 믿어 나의 행복은 바로 나의 자유야 우리 모두 자유롭게 행복하게 살아가요
무서리,이대남,늦가을 찬바람에 그리워 애태우다 풀잎에내린 하얀 무서리 눈부신 햇살에 눈물이 되어 서럽게 서럽게 지워져 가네 보고 싶은 내 님아 안타까운 사랑아 언제다시 내게 오려나 이렇게 무서리가 내리는날엔 애가 타게 그리운 사람 내년 이맘때쯤 다시 오려마 내사랑으로 다시 태어나 늦가을 찬바람에 그리워 애태우다 풀잎에내린 하얀 무서리 눈부신 햇살에 눈물이 되어 서럽게 서럽게 지워져 가네 보고 싶은 내 님아 안타까운 사랑아 언제다시 내게 오려나 이렇게 무서리가 내리는날엔 애가 타게 그리운 사람 내년 이맘때쯤 다시 오려마 내사랑으로 다시 태어나 내년 이맘때쯤 다시 오려마 내사랑으로 다시 태어나 내 사랑으로 다시 태 어 나
꽃등심 (Vocal. 화가),오펜,꽃처럼 예쁘기만 한 남자는 믿을 수 없어 벌과 나비가 끊이질 않아 소처럼 일만 해도 안 돼 매력이 없어 아무 재미가 없잖아 화려한 마블링 울끈불끈 힘줄 두근반 세근반 꽃등심 같은 남자 꽃등심 샤르르르르르르 내 맘을 녹여줘요 육즙이 톡 터지는 사랑의 무한리필 꽃등심 샤르르르르르르 내 맘을 채워줘요 일등급 투플러스 나의 꽃등심 꽃처럼 약하기만 한 남자는 믿을 수 없어 마음껏 안길 수가 없잖아 소처럼 힘만 세도 안 돼 매력이 없어 아무 떨림도 없잖아 화려한 마블링 울끈불끈 힘줄 두근반 세근반 꽃등심 같은 남자 꽃등심 샤르르르르르르 내 맘을 녹여줘요 육즙이 톡 터지는 사랑의 무한리필 꽃등심 샤르르르르르르 내 맘을 채워줘요 일인분 이인분 삼인분 사랑인분 꽃등심 샤르르르르르르 내 맘을 녹여줘요 육즙이 톡 터지는 사랑의 무한리필 꽃등심 샤르르르르르르 내 맘을 채워줘요 일등급 투플러스 나의 꽃등심
일엽편주(一葉片舟),피여나,당신만 바라보며 꿈같이 흘러간 세월 모진 바람 거친 파도 온몸으로 막아준 당신 한바탕 소나기 같은 우리내 인생 그 중에 당신을 만나 눈보라가 몰아쳐도 폭풍우가 밀려와도 오직 당신뿐 꿈을 싣고 사랑 싣고 일엽편주 두리두둥실 당신만 바라보며 꿈같이 흘러간 세월 가시밭길 험한 길도 온몸으로 헤쳐 온 당신 자욱한 안개 같은 우리내 인생 그중에 당신을 만나 눈보라가 몰아쳐도 폭풍우가 밀려와도 오직 당신뿐 꿈을 싣고 사랑 싣고 일엽편주 두리두둥실 눈보라가 몰아쳐도 폭풍우가 밀려와도 오직 당신뿐 꿈을 싣고 사랑 싣고 일엽편주 두리두둥실 일엽편주 두리두둥실
